date,iso_a3,currency_code,name,local_price,dollar_ex,dollar_price,USD_raw,EUR_raw,GBP_raw,JPY_raw,CNY_raw,GDP_dollar,adj_price,USD_adjusted,EUR_adjusted,GBP_adjusted,JPY_adjusted,CNY_adjusted
7/1/2009,ISR,ILS,Israel,15,3.97425,3.774297037,0.05723,-0.18254,0.02332,0.09177,1.06309,,,,,,,
7/1/2009,JPN,JPY,Japan,320,92.565,3.457030195,-0.03164,-0.25126,-0.0627,0,0.88967,,,,,,,
7/1/2009,KOR,KRW,South Korea,3400,1314.5,2.586534804,-0.27548,-0.43979,-0.29871,-0.2518,0.41384,,,,,,,
7/1/2009,LKA,LKR,Sri Lanka,210,114.86,1.828312729,-0.48787,-0.60401,-0.50429,-0.47113,-0.00062,,,,,,,
7/1/2009,MEX,MXN,Mexico,33,13.8104,2.389503563,-0.33067,-0.48247,-0.35214,-0.3088,0.30614,,,,,,,
7/1/2009,MYS,MYR,Malaysia,6.77,3.602,1.879511383,-0.47353,-0.59293,-0.49041,-0.45632,0.02737,,,,,,,
7/1/2009,NOR,NOK,Norway,40,6.50925,6.145101202,0.72132,0.33094,0.66612,0.77757,2.35901,,,,,,,
7/1/2009,NZL,NZD,New Zealand,4.9,1.59235,3.077212924,-0.13804,-0.33352,-0.16568,-0.10987,0.68205,,,,,,,
7/1/2009,PAK,PKR,Pakistan,190,82.6,2.300242131,-0.35567,-0.5018,-0.37634,-0.33462,0.25735,,,,,,,
7/1/2009,PER,PEN,Peru,8.056,3.0274,2.661029266,-0.25461,-0.42366,-0.27852,-0.23026,0.45456,,,,,,,
7/1/2009,PHL,PHP,Philippines,99.39,48.385,2.054149013,-0.42461,-0.5551,-0.44306,-0.40581,0.12283,,,,,,,
7/1/2009,POL,PLN,Poland,7.6,3.15525,2.408683939,-0.3253,-0.47831,-0.34693,-0.30325,0.31663,,,,,,,
7/1/2009,RUS,RUB,Russia,67,32.7959,2.042938294,-0.42775,-0.55753,-0.4461,-0.40905,0.1167,,,,,,,
7/1/2009,SAU,SAR,Saudi Arabia,11,3.7504,2.933020478,-0.17843,-0.36475,-0.20477,-0.15158,0.60324,,,,,,,
7/1/2009,SGP,SGD,Singapore,4.22,1.4645,2.881529532,-0.19285,-0.3759,-0.21873,-0.16647,0.57509,,,,,,,
7/1/2009,SWE,SEK,Sweden,39,7.90915,4.930997642,0.38123,0.06798,0.33694,0.42637,1.69536,,,,,,,
7/1/2009,THA,THB,Thailand,64.49,34.165,1.887604273,-0.47126,-0.59117,-0.48821,-0.45398,0.03179,,,,,,,
7/1/2009,TUR,TRY,Turkey,5.65,1.55005,3.645043708,0.02102,-0.21054,-0.01172,0.05439,0.99244,,,,,,,
7/1/2009,TWN,TWD,Taiwan,75,33.1755,2.260704436,-0.36675,-0.51036,-0.38706,-0.34606,0.23574,,,,,,,
7/1/2009,UKR,UAH,Ukraine,14,7.66,1.82767624,-0.48805,-0.60415,-0.50446,-0.47132,-0.00096,,,,,,,
7/1/2009,URY,UYU,Uruguay,61,23.17,2.632714717,-0.26254,-0.42979,-0.28619,-0.23845,0.43908,,,,,,,
7/1/2009,USA,USD,United States,3.57,1,3.57,0,-0.22679,-0.03207,0.03268,0.95142,,,,,,,
7/1/2009,ZAF,ZAR,South Africa,17.95,8.2805,2.167743494,-0.39279,-0.5305,-0.41226,-0.37295,0.18492,,,,,,,
1/1/2010,ARE,AED,UAE,11,3.673,2.994827117,-0.16346,-0.38174,-0.18427,-0.14329,0.6357,,,,,,,
1/1/2010,ARG,ARS,Argentina,7,3.7985,1.842832697,-0.48524,-0.61956,-0.49805,-0.47283,0.00651,,,,,,,
1/1/2010,AUS,AUD,Australia,4.35,1.09355,3.977870239,0.11114,-0.1788,0.0835,0.13792,1.17262,,,,,,,
1/1/2010,BRA,BRL,Brazil,8.2,1.7233,4.75831254,0.32914,-0.01768,0.29607,0.36117,1.59888,,,,,,,
1/1/2010,CAN,CAD,Canada,4.12,1.0368,3.973765432,0.10999,-0.17964,0.08238,0.13675,1.17038,,,,,,,
1/1/2010,CHE,CHF,Switzerland,6.5,1.03115,6.303641565,0.76079,0.30134,0.71699,0.80324,2.4429,,,,,,,
1/1/2010,CHL,CLP,Chile,1600,503.1,3.18028225,-0.11165,-0.34345,-0.13375,-0.09024,0.73699,,,,,,,
1/1/2010,CHN,CNY,China,12.5,6.8272,1.830911648,-0.48857,-0.62202,-0.50129,-0.47624,0,,,,,,,
1/1/2010,COL,COP,Colombia,8200,2095.6,3.912960489,0.09301,-0.1922,0.06582,0.11935,1.13717,,,,,,,
1/1/2010,CRI,CRC,Costa Rica,2050,582.57,3.518890434,-0.01707,-0.27355,-0.04152,0.00662,0.92193,,,,,,,
1/1/2010,CZE,CZK,Czech Republic,67.64,18.21005,3.714432415,0.03755,-0.23318,0.01174,0.06256,1.02873,,,,,,,
1/1/2010,DNK,DKK,Denmark,30.94,5.16195,5.99385891,0.67426,0.23739,0.63261,0.71462,2.2737,,,,,,,
1/1/2010,EGY,EGP,Egypt,13,5.465,2.378774016,-0.33554,-0.50892,-0.35207,-0.31952,0.29923,,,,,,,
1/1/2010,EUZ,EUR,Euro area,3.36,0.693649638,4.843943997,0.35306,0,0.3194,0.38567,1.64565,,,,,,,
1/1/2010,GBR,GBP,Britain,2.29,0.623752495,3.671328,0.02551,-0.24208,0,0.05023,1.00519,,,,,,,
1/1/2010,HKG,HKD,Hong Kong,14.8,7.75655,1.908064797,-0.46702,-0.60609,-0.48028,-0.45417,0.04214,,,,,,,
1/1/2010,HUN,HUF,Hungary,720,186.6508,3.857470742,0.07751,-0.20365,0.0507,0.10348,1.10686,,,,,,,
1/1/2010,IDN,IDR,Indonesia,20900,9320,2.24248927,-0.37361,-0.53705,-0.38919,-0.35851,0.22479,,,,,,,
1/1/2010,ISR,ILS,Israel,14.9,3.7325,3.991962492,0.11507,-0.17589,0.08733,0.14195,1.18031,,,,,,,
1/1/2010,JPN,JPY,Japan,320,91.54,3.495739567,-0.02354,-0.27833,-0.04783,0,0.90929,,,,,,,
1/1/2010,KOR,KRW,South Korea,3400,1140.5,2.981148619,-0.16728,-0.38456,-0.18799,-0.14721,0.62823,,,,,,,
1/1/2010,LKA,LKR,Sri Lanka,210,114.86,1.828312729,-0.4893,-0.62256,-0.502,-0.47699,-0.00142,,,,,,,
1/1/2010,MEX,MXN,Mexico,32,12.81375,2.497317335,-0.30243,-0.48445,-0.31978,-0.28561,0.36397,,,,,,,
1/1/2010,MYS,MYR,Malaysia,7.05,3.3875,2.081180812,-0.41866,-0.57035,-0.43313,-0.40465,0.13669,,,,,,,
1/1/2010,NOR,NOK,Norway,40,5.69555,7.023026749,0.96174,0.44986,0.91294,1.00902,2.83581,,,,,,,
1/1/2010,NZL,NZD,New Zealand,4.9,1.35685,3.611305598,0.00874,-0.25447,-0.01635,0.03306,0.97241,,,,,,,
1/1/2010,PAK,PKR,Pakistan,200,82.6,2.421307506,-0.32366,-0.50014,-0.34048,-0.30735,0.32246,,,,,,,
1/1/2010,PER,PEN,Peru,8.056,2.8705,2.806479707,-0.21607,-0.42062,-0.23557,-0.19717,0.53283,,,,,,,
1/1/2010,PHL,PHP,Philippines,101.52,45.92,2.210801394,-0.38246,-0.54359,-0.39782,-0.36757,0.20749,,,,,,,
1/1/2010,POL,PLN,Poland,8.1,2.83565,2.85648793,-0.2021,-0.4103,-0.22195,-0.18287,0.56015,,,,,,,
1/1/2010,RUS,RUB,Russia,70,29.927,2.339024961,-0.34664,-0.51712,-0.36289,-0.33089,0.27752,,,,,,,
1/1/2010,SAU,SAR,Saudi Arabia,10,3.7502,2.666524452,-0.25516,-0.44951,-0.27369,-0.23721,0.45639,,,,,,,
1/1/2010,SGP,SGD,Singapore,4.45,1.39555,3.188706961,-0.1093,-0.34171,-0.13146,-0.08783,0.7416,,,,,,,
1/1/2010,SWE,SEK,Sweden,39,7.0821,5.506841191,0.53822,0.13685,0.49996,0.5753,2.0077,,,,,,,
1/1/2010,THA,THB,Thailand,70,33.135,2.11256979,-0.4099,-0.56387,-0.42458,-0.39567,0.15383,,,,,,,
1/1/2010,TUR,TRY,Turkey,5.65,1.47455,3.831677461,0.0703,-0.20898,0.04368,0.0961,1.09277,,,,,,,
1/1/2010,TWN,TWD,Taiwan,75,31.8425,2.355342702,-0.34208,-0.51376,-0.35845,-0.32622,0.28643,,,,,,,
1/1/2010,UKR,UAH,Ukraine,14,7.66,1.82767624,-0.48948,-0.62269,-0.50218,-0.47717,-0.00177,,,,,,,
1/1/2010,URY,UYU,Uruguay,77,23.17,3.32326284,-0.07171,-0.31393,-0.09481,-0.04934,0.81509,,,,,,,
1/1/2010,USA,USD,United States,3.58,1,3.58,0,-0.26093,-0.02488,0.0241,0.95531,,,,,,,
1/1/2010,ZAF,ZAR,South Africa,17.95,7.3045,2.457389281,-0.31358,-0.49269,-0.33065,-0.29703,0.34217,,,,,,,
7/1/2010,ARE,AED,UAE,11,3.67285,2.994949426,-0.19778,-0.30873,-0.14026,-0.18406,0.53761,,,,,,,
7/1/2010,ARG,ARS,Argentina,14,3.93375,3.558945027,-0.04671,-0.17855,0.02164,-0.03041,0.82717,,,,,,,
7/1/2010,AUS,AUD,Australia,4.35,1.133722578,3.8369175,0.02775,-0.11439,0.10144,0.04532,0.96988,,,,,,,
7/1/2010,BRA,BRL,Brazil,8.71,1.77495,4.907180484,0.31442,0.13264,0.40867,0.3369,1.51935,,,,,,,
7/1/2010,CAN,CAD,Canada,4.17,1.04235,4.000575622,0.07158,-0.07662,0.14842,0.08991,1.0539,,,,,,,
7/1/2010,CHE,CHF,Switzerland,6.5,1.05085,6.185468906,0.65682,0.42768,0.77562,0.68515,2.17563,,,,,,,
7/1/2010,CHL,CLP,Chile,1750,523.65,3.34192686,-0.10484,-0.22864,-0.04065,-0.08953,0.71575,,,,,,,
7/1/2010,CHN,CNY,China,13.2,6.7769,1.947793239,-0.47827,-0.55043,-0.44086,-0.46935,0,,,,,,,
7/1/2010,COL,COP,Colombia,8200,1868.45,4.388664401,0.17554,0.01296,0.25983,0.19564,1.25315,,,,,,,
7/1/2010,CRI,CRC,Costa Rica,2000,522.115,3.830573724,0.02605,-0.11586,0.09962,0.04359,0.96662,,,,,,,
7/1/2010,CZE,CZK,Czech Republic,67.64,19.7476,3.425226357,-0.08253,-0.20942,-0.01674,-0.06684,0.75852,,,,,,,
7/1/2010,DNK,DKK,Denmark,28.5,5.81365,4.902255898,0.3131,0.1315,0.40726,0.33556,1.51683,,,,,,,
7/1/2010,EGY,EGP,Egypt,13,5.699,2.281101948,-0.38899,-0.47349,-0.34518,-0.37854,0.17112,,,,,,,
7/1/2010,EUZ,EUR,Euro area,3.380031071,0.78015291,4.332523827,0.1605,0,0.24371,0.18034,1.22432,,,,,,,
7/1/2010,GBR,GBP,Britain,2.29,0.657375756,3.483548,-0.06691,-0.19595,0,-0.05095,0.78846,,,,,,,
7/1/2010,HKG,HKD,Hong Kong,14.8,7.7742,1.90373286,-0.49007,-0.56059,-0.45351,-0.48135,-0.02262,,,,,,,
7/1/2010,HUN,HUF,Hungary,740,221.96915,3.333796611,-0.10702,-0.23052,-0.04299,-0.09175,0.71158,,,,,,,
7/1/2010,IDN,IDR,Indonesia,22780,9063,2.513516496,-0.32674,-0.41985,-0.27846,-0.31522,0.29044,,,,,,,
7/1/2010,ISR,ILS,Israel,14.9,3.8619,3.858204511,0.03345,-0.10948,0.10755,0.05112,0.98081,,,,,,,
7/1/2010,JPN,JPY,Japan,320,87.18,3.670566644,-0.01681,-0.15279,0.05369,0,0.88447,,,,,,,
7/1/2010,KOR,KRW,South Korea,3400,1204.45,2.822865208,-0.24388,-0.34845,-0.18966,-0.23095,0.44926,,,,,,,
7/1/2010,LKA,LKR,Sri Lanka,210,112.775,1.86211483,-0.50122,-0.5702,-0.46545,-0.49269,-0.04399,,,,,,,
7/1/2010,MEX,MXN,Mexico,32,12.782,2.503520576,-0.32941,-0.42216,-0.28133,-0.31795,0.28531,,,,,,,
7/1/2010,MYS,MYR,Malaysia,7.05,3.2135,2.193869613,-0.41236,-0.49363,-0.37022,-0.40231,0.12634,,,,,,,
7/1/2010,NOR,NOK,Norway,45,6.24625,7.204322594,0.92973,0.66285,1.0681,0.96273,2.69871,,,,,,,
7/1/2010,NZL,NZD,New Zealand,5,1.39275766,3.59,-0.03839,-0.17138,0.03056,-0.02195,0.84311,,,,,,,
7/1/2010,PAK,PKR,Pakistan,210,85.525,2.455422391,-0.3423,-0.43326,-0.29514,-0.33105,0.26062,,,,,,,
7/1/2010,PER,PEN,Peru,10,2.8275,3.536693192,-0.05267,-0.18369,0.01526,-0.03647,0.81574,,,,,,,
7/1/2010,PHL,PHP,Philippines,102,46.47,2.194964493,-0.41206,-0.49338,-0.36991,-0.40201,0.1269,,,,,,,
7/1/2010,POL,PLN,Poland,8.3,3.1969,2.596265132,-0.30457,-0.40075,-0.25471,-0.29268,0.33293,,,,,,,
7/1/2010,RUS,RUB,Russia,71,30.44325,2.332208289,-0.3753,-0.4617,-0.33051,-0.36462,0.19736,,,,,,,
7/1/2010,SAU,SAR,Saudi Arabia,10,3.75045,2.666346705,-0.2858,-0.38457,-0.23459,-0.27359,0.36891,,,,,,,
7/1/2010,SGP,SGD,Singapore,4.23,1.3742,3.078154563,-0.17549,-0.28952,-0.11637,-0.1614,0.58033,,,,,,,
7/1/2010,SWE,SEK,Sweden,48.4,7.37355,6.564002414,0.75821,0.51505,0.88429,0.78828,2.36997,,,,,,,
7/1/2010,THA,THB,Thailand,70,32.305,2.166847237,-0.41959,-0.49986,-0.37798,-0.40967,0.11246,,,,,,,
7/1/2010,TUR,TRY,Turkey,5.95,1.5293,3.890668933,0.04214,-0.10199,0.11687,0.05996,0.99748,,,,,,,
7/1/2010,TWN,TWD,Taiwan,75,32.1055,2.336048341,-0.37427,-0.46081,-0.32941,-0.36357,0.19933,,,,,,,
7/1/2010,UKR,UAH,Ukraine,14.5,7.899,1.835675402,-0.5083,-0.5763,-0.47304,-0.49989,-0.05756,,,,,,,
7/1/2010,URY,UYU,Uruguay,79,21.1,3.744075829,0.00288,-0.13582,0.07479,0.02003,0.92221,,,,,,,
7/1/2010,USA,USD,United States,3.733333333,1,3.733333333,0,-0.1383,0.0717,0.0171,0.9167,,,,,,,
7/1/2010,ZAF,ZAR,South Africa,18.45,7.5365,2.448085982,-0.34426,-0.43495,-0.29724,-0.33305,0.25685,,,,,,,
7/1/2011,ARE,AED,UAE,12,3.67305,3.267039654,-0.1963,-0.3371,-0.1605,-0.19993,0.43727,,,,,,,
7/1/2011,ARG,ARS,Argentina,20,4.1325,4.83968542,0.19057,-0.018,0.24361,0.18519,1.12913,9138.177,3.149756552,1.011,0.475,0.85,0.906,0.946
7/1/2011,AUS,AUD,Australia,4.56,0.922381589,4.943724001,0.21617,0.00311,0.27035,0.21067,1.1749,55589.549,5.792526187,0.117,-0.181,0.027,0.059,0.081
7/1/2011,BRA,BRL,Brazil,9.5,1.5416,6.162428646,0.51597,0.25039,0.58351,0.50912,1.71105,10816.487,3.245241067,1.485,0.823,1.286,1.356,1.405
7/1/2011,CAN,CAD,Canada,4.73,0.94585,5.000792938,0.23021,0.01469,0.28501,0.22465,1.20001,46214.914,5.259172711,0.244,-0.087,0.145,0.18,0.204
7/1/2011,CHE,CHF,Switzerland,6.5,0.80615,8.063015568,0.98352,0.63603,1.07188,0.97456,2.54718,67245.997,6.455699426,0.635,0.199,0.504,0.55,0.582
7/1/2011,CHL,CLP,Chile,1850,462.75,3.997839006,-0.01652,-0.18882,0.02729,-0.02097,0.75878,11827.958,3.302786942,0.584,0.162,0.457,0.502,0.533
7/1/2011,CHN,CNY,China,14.65,6.445,2.273079907,-0.44082,-0.53878,-0.41591,-0.44334,0,4382.136,2.879169911,0.033,-0.242,-0.05,-0.021,0
7/1/2011,COL,COP,Colombia,8400,1770.5,4.74442248,0.16714,-0.03733,0.21913,0.16186,1.08722,6273.372,2.986768478,1.079,0.525,0.912,0.971,1.012
7/1/2011,CRI,CRC,Costa Rica,2050,504.305,4.065000347,0,-0.17519,0.04455,-0.00452,0.78832,,,,,,,
7/1/2011,CZE,CZK,Czech Republic,69.32,17.0219,4.072400848,0.00182,-0.17369,0.04645,-0.00271,0.79158,18288.284,3.6703359,0.452,0.065,0.336,0.377,0.405
7/1/2011,DNK,DKK,Denmark,28.5,5.19845,5.482403409,0.34868,0.11241,0.40877,0.34259,1.41188,56147.143,5.824249523,0.232,-0.096,0.133,0.168,0.192
7/1/2011,EGY,EGP,Egypt,14.09,5.962,2.363300906,-0.41862,-0.52047,-0.39272,-0.42125,0.03969,2788.829,2.788521493,0.109,-0.186,0.02,0.051,0.073
7/1/2011,EUZ,EUR,Euro area,3.437660401,0.697520315,4.928401836,0.2124,0,0.26641,0.20692,1.16816,36947,4.73189094,0.363,0,0.254,0.292,0.319
7/1/2011,GBR,GBP,Britain,2.39,0.614137444,3.891637,-0.04265,-0.21037,0,-0.04697,0.71205,36119.846,4.684831459,0.087,-0.202,0,0.031,0.052
7/1/2011,HKG,HKD,Hong Kong,15.1,7.7918,1.937934752,-0.52326,-0.60678,-0.50203,-0.52542,-0.14744,31590.681,4.427152531,-0.427,-0.58,-0.473,-0.457,-0.446
7/1/2011,HUN,HUF,Hungary,760,188.0724,4.040996978,-0.0059,-0.18006,0.03838,-0.0104,0.77776,12879.296,3.36260098,0.573,0.154,0.447,0.491,0.522
7/1/2011,IDN,IDR,Indonesia,22534,8523,2.643904728,-0.34959,-0.46354,-0.32062,-0.35253,0.16314,3015.374,2.801410375,0.235,-0.094,0.136,0.171,0.195
7/1/2011,IND,INR,India,84,44.4,1.891891892,-0.53459,-0.61612,-0.51386,-0.53669,-0.1677,1264.839,2.701816745,-0.084,-0.328,-0.157,-0.131,-0.113
7/1/2011,ISR,ILS,Israel,15.9,3.40335,4.671867425,0.14929,-0.05205,0.20049,0.1441,1.0553,28685.616,4.261873934,0.435,0.052,0.32,0.36,0.388
7/1/2011,JPN,JPY,Japan,320,78.365,4.083455624,0.00454,-0.17144,0.04929,0,0.79644,42820.392,5.066047314,0.055,-0.226,-0.03,0,0.021
7/1/2011,KOR,KRW,South Korea,3700,1056.2,3.503124408,-0.13822,-0.2892,-0.09983,-0.14212,0.54114,20590.962,3.801342741,0.206,-0.115,0.109,0.143,0.167
7/1/2011,LKA,LKR,Sri Lanka,280,109.475,2.557661567,-0.37081,-0.48104,-0.34278,-0.37365,0.1252,,,,,,,
7/1/2011,MEX,MXN,Mexico,32,11.67075,2.741897479,-0.32549,-0.44365,-0.29544,-0.32854,0.20625,9565.962,3.174094632,0.131,-0.171,0.04,0.072,0.094
7/1/2011,MYS,MYR,Malaysia,7.2,2.973,2.421796165,-0.40423,-0.5086,-0.37769,-0.40692,0.06543,8423.176,3.10907782,0.019,-0.252,-0.062,-0.034,-0.013
7/1/2011,NOR,NOK,Norway,45,5.41405,8.311707502,1.0447,0.68649,1.13579,1.03546,2.65658,84443.634,7.43412893,0.463,0.073,0.346,0.387,0.416
7/1/2011,NZL,NZD,New Zealand,5.1,1.156069364,4.411500001,0.08524,-0.10488,0.13358,0.08033,0.94076,32145.233,4.458702798,0.295,-0.05,0.191,0.227,0.253
7/1/2011,PAK,PKR,Pakistan,205.13,86.345,2.375702125,-0.41557,-0.51796,-0.38954,-0.41821,0.04515,1049.749,2.689579576,0.156,-0.152,0.063,0.096,0.119
7/1/2011,PER,PEN,Peru,10,2.7375,3.652968037,-0.10136,-0.25879,-0.06133,-0.10542,0.60706,5171.651,2.924087987,0.635,0.199,0.504,0.55,0.582
7/1/2011,PHL,PHP,Philippines,118,42.41,2.78236265,-0.31553,-0.43544,-0.28504,-0.31863,0.22405,2007.362,2.744061294,0.327,-0.026,0.221,0.258,0.284
7/1/2011,POL,PLN,Poland,8.63,2.7968,3.085669336,-0.24092,-0.3739,-0.2071,-0.24435,0.35748,12300.126,3.329650115,0.213,-0.11,0.116,0.15,0.174
7/1/2011,RUS,RUB,Russia,75,27.7525,2.702459238,-0.33519,-0.45166,-0.30557,-0.33819,0.1889,10437.49,3.223678695,0.097,-0.195,0.009,0.04,0.062
7/1/2011,SAU,SAR,Saudi Arabia,10,3.7502,2.666524452,-0.34403,-0.45895,-0.31481,-0.34699,0.17309,16995.78,3.596801143,-0.03,-0.288,-0.108,-0.08,-0.061
7/1/2011,SGP,SGD,Singapore,4.41,1.20705,3.653535479,-0.10122,-0.25868,-0.06118,-0.10528,0.60731,43116.689,5.082904614,-0.059,-0.31,-0.135,-0.108,-0.09
7/1/2011,SWE,SEK,Sweden,48.4,6.3352,7.639853517,0.87942,0.55017,0.96315,0.87093,2.36101,48874.608,5.410491353,0.848,0.356,0.7,0.752,0.789
7/1/2011,THA,THB,Thailand,70,29.75,2.352941176,-0.42117,-0.52258,-0.39539,-0.42379,0.03513,4991.525,2.913840033,0.057,-0.225,-0.028,0.002,0.023
7/1/2011,TUR,TRY,Turkey,6.5,1.72285,3.772818295,-0.07188,-0.23447,-0.03053,-0.07607,0.65978,10398.685,3.221470952,0.533,0.124,0.41,0.453,0.483
7/1/2011,TWN,TWD,Taiwan,75,28.834,2.601095928,-0.36012,-0.47222,-0.33162,-0.36302,0.1443,18457.752,3.679977485,-0.075,-0.321,-0.149,-0.123,-0.105
7/1/2011,UKR,UAH,Ukraine,16.5,7.994,2.064048036,-0.49224,-0.58119,-0.46962,-0.49453,-0.09196,,,,,,,
7/1/2011,URY,UYU,Uruguay,90,18.45,4.87804878,0.20001,-0.01022,0.25347,0.19459,1.14601,,,,,,,
7/1/2011,USA,USD,United States,4.065,1,4.065,0,-0.17519,0.04455,-0.00452,0.78832,47283.633,5.319975611,0,-0.266,-0.08,-0.052,-0.032
7/1/2011,ZAF,ZAR,South Africa,19.45,6.76885,2.873457087,-0.29312,-0.41696,-0.26163,-0.29632,0.26412,7157.801,3.03708652,0.238,-0.092,0.139,0.174,0.198
1/1/2012,ARE,AED,UAE,12,3.673,3.267084127,-0.22161,-0.26263,-0.1455,-0.21467,0.33982,,,,,,,
1/1/2012,ARG,ARS,Argentina,20,4.3135,4.636606004,0.10469,0.04647,0.21269,0.11452,0.90146,9138.177,2.994189696,0.756,0.496,0.718,0.694,0.762
1/1/2012,AUS,AUD,Australia,4.8,0.972337012,4.93656,0.17615,0.11417,0.29115,0.18663,1.02447,55589.549,5.142346222,0.088,-0.073,0.065,0.05,0.092
1/1/2012,BRA,BRL,Brazil,10.25,1.805,5.67867036,0.35296,0.28166,0.48524,0.36501,1.32881,10816.487,3.071803606,1.096,0.786,1.051,1.023,1.103
1/1/2012,CAN,CAD,Canada,4.73,1.02095,4.632939909,0.10381,0.04564,0.21173,0.11364,0.89996,46214.914,4.708813638,0.115,-0.05,0.092,0.077,0.119
1/1/2012,CHE,CHF,Switzerland,6.5,0.9551,6.805570097,0.62145,0.536,0.77998,0.63589,1.79095,67245.997,5.681401879,0.358,0.157,0.329,0.311,0.363
1/1/2012,CHL,CLP,Chile,2050,506.05,4.050983104,-0.03484,-0.0857,0.05953,-0.02624,0.6613,11827.958,3.118579361,0.473,0.255,0.441,0.421,0.478
1/1/2012,CHN,CNY,China,15.4,6.3155,2.438445095,-0.41903,-0.44965,-0.36223,-0.41386,0,4382.136,2.774245267,-0.004,-0.151,-0.025,-0.038,0
1/1/2012,COL,COP,Colombia,8400,1852.15,4.535269822,0.08054,0.0236,0.18619,0.09017,0.8599,6273.372,2.861705998,0.797,0.531,0.758,0.734,0.803
1/1/2012,CRI,CRC,Costa Rica,2050,509.54,4.023236645,-0.04145,-0.09196,0.05227,-0.03291,0.64992,,,,,,,
1/1/2012,CZE,CZK,Czech Republic,70.22,20.36535,3.448013415,-0.1785,-0.22179,-0.09818,-0.17118,0.41402,18288.284,3.417338921,0.144,-0.025,0.119,0.104,0.148
1/1/2012,DNK,DKK,Denmark,31.5,5.86135,5.37418854,0.28042,0.21294,0.40561,0.29182,1.20394,56147.143,5.168132311,0.179,0.005,0.154,0.138,0.183
1/1/2012,EGY,EGP,Egypt,15.5,6.037,2.567500414,-0.38829,-0.42052,-0.32848,-0.38284,0.05293,2788.829,2.700562345,0.078,-0.082,0.055,0.04,0.082
1/1/2012,EUZ,EUR,Euro area,3.49245637,0.788239467,4.430704775,0.05563,0,0.15884,0.06503,0.81702,36947,4.280216396,0.174,0,0.148,0.133,0.178
1/1/2012,GBR,GBP,Britain,2.49,0.651253663,3.823395002,-0.08906,-0.13707,0,-0.08095,0.56796,36119.846,4.24196443,0.022,-0.129,0,-0.014,0.025
1/1/2012,HKG,HKD,Hong Kong,16.5,7.76735,2.124276619,-0.49388,-0.52056,-0.4444,-0.48938,-0.12884,31590.681,4.032511944,-0.403,-0.491,-0.416,-0.424,-0.401
1/1/2012,HUN,HUF,Hungary,645,245.69425,2.625214062,-0.37454,-0.4075,-0.31338,-0.36896,0.07659,12879.296,3.167198778,-0.06,-0.199,-0.08,-0.093,-0.057
1/1/2012,IDN,IDR,Indonesia,22534,9160,2.460043668,-0.41389,-0.44477,-0.35658,-0.40867,0.00886,3015.374,2.711038981,0.029,-0.123,0.007,-0.007,0.032
1/1/2012,IND,INR,India,84,51.905,1.6183412,-0.61443,-0.63474,-0.57673,-0.61099,-0.33632,1264.839,2.630085006,-0.302,-0.406,-0.317,-0.327,-0.3
1/1/2012,ISR,ILS,Israel,15.9,3.8485,4.131479797,-0.01566,-0.06753,0.08058,-0.0069,0.69431,28685.616,3.898166411,0.202,0.024,0.176,0.16,0.206
1/1/2012,JPN,JPY,Japan,320,76.92,4.160166407,-0.00883,-0.06106,0.08808,0,0.70607,42820.392,4.551833031,0.036,-0.117,0.014,0,0.04
1/1/2012,KOR,KRW,South Korea,3700,1158.75,3.193096009,-0.23924,-0.27933,-0.16485,-0.23246,0.30948,20590.962,3.523826901,0.027,-0.125,0.005,-0.009,0.031
1/1/2012,LKA,LKR,Sri Lanka,290,113.93,2.545422628,-0.39355,-0.4255,-0.33425,-0.38814,0.04387,,,,,,,
1/1/2012,MEX,MXN,Mexico,37,13.6844,2.703808716,-0.35581,-0.38976,-0.29283,-0.35007,0.10882,9565.962,3.013972732,0.017,-0.133,-0.005,-0.018,0.021
1/1/2012,MYS,MYR,Malaysia,7.35,3.13955,2.341099839,-0.44223,-0.47162,-0.38769,-0.43726,-0.03992,8423.176,2.961124278,-0.104,-0.236,-0.123,-0.135,-0.101
1/1/2012,NOR,NOK,Norway,41,6.0399,6.788191857,0.61731,0.53208,0.77544,0.63171,1.78382,84443.634,6.476711352,0.188,0.012,0.163,0.147,0.192
1/1/2012,NZL,NZD,New Zealand,5.1,1.26000126,4.047615,-0.03564,-0.08646,0.05864,-0.02705,0.65992,32145.233,4.058157355,0.131,-0.036,0.107,0.091,0.135
1/1/2012,PAK,PKR,Pakistan,260,90.05,2.887284842,-0.3121,-0.34835,-0.24484,-0.30597,0.18407,1049.749,2.62013811,0.249,0.065,0.223,0.206,0.254
1/1/2012,PER,PEN,Peru,10,2.6925,3.714020427,-0.11512,-0.16175,-0.02861,-0.10724,0.52311,5171.651,2.810756606,0.498,0.276,0.466,0.446,0.503
1/1/2012,PHL,PHP,Philippines,118,44.005,2.681513464,-0.36112,-0.39479,-0.29866,-0.35543,0.09968,2007.362,2.664423187,0.141,-0.028,0.117,0.101,0.145
1/1/2012,POL,PLN,Poland,9.1,3.52045,2.584896817,-0.38414,-0.41659,-0.32393,-0.37866,0.06006,12300.126,3.140414901,-0.067,-0.205,-0.087,-0.099,-0.064
1/1/2012,RUS,RUB,Russia,81,31.7693,2.549631248,-0.39254,-0.42455,-0.33315,-0.38713,0.0456,10437.49,3.054276785,-0.054,-0.194,-0.074,-0.087,-0.05
